assay_type,canonical_smiles,molecule_chembl_id,standard_units,standard_value,target_organism,type
B,COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)N(C)C,CHEMBL3263765,nM,10000.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)NS(C)(=O)=O,CHEMBL3263766,nM,10000.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(C)n3)[C@@H](C3CCCC3)C2)ccc1C(=O)NS(C)(=O)=O,CHEMBL3263767,nM,9940.0,Homo sapiens,IC50
B,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)Nc1nnn[nH]1,CHEMBL3263768,nM,10000.0,Homo sapiens,IC50
B,Cc1cc(C)c(S(=O)(=O)N[C@@H](C)CNc2cccc3c2cnn3-c2ccc(F)cc2)c(C)c1,CHEMBL3261407,nM,1000.0,Homo sapiens,IC50
B,Cc1nn(C2CCCC2)c(C)c1S(=O)(=O)N[C@@H](C)CNc1cccc2c1cnn2-c1ccc(F)nc1,CHEMBL3261425,nM,1000.0,Homo sapiens,IC50
B,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,CHEMBL1572280,nM,400.0,Homo sapiens,IC50
B,Cc1ncn(-c2csc(N3CCOCC3)n2)c1C,CHEMBL3323502,nM,2420.0,Homo sapiens,IC50
B,Brc1cn(-c2csc(N3CCOCC3)n2)cn1,CHEMBL3323498,nM,1740.0,Homo sapiens,IC50
B,Clc1ncn(-c2csc(N3CCOCC3)n2)c1I,CHEMBL3323497,nM,4020.0,Homo sapiens,IC50
B,Ic1ncn(-c2csc(N3CCOCC3)n2)c1I,CHEMBL3323495,nM,1810.0,Homo sapiens,IC50
B,Clc1c(Br)ncn1-c1csc(N2CCOCC2)n1,CHEMBL3323494,nM,1280.0,Homo sapiens,IC50
B,Oc1cc(F)ccc1-c1csc(N2CCOCC2)n1,CHEMBL3323493,nM,810.0,Homo sapiens,IC50
B,Clc1cn(-c2csc(N3CCOCC3)n2)cn1,CHEMBL3323492,nM,720.0,Homo sapiens,IC50
B,Oc1c(-c2csc(N3CCOCC3)n2)ccc(F)c1F,CHEMBL3323491,nM,700.0,Homo sapiens,IC50
B,Clc1ncn(-c2csc(N3CCOCC3)n2)c1Cl,CHEMBL3323490,nM,570.0,Homo sapiens,IC50
B,Clc1ncn(-c2csc(N3CCOCC3)n2)c1Br,CHEMBL3323489,nM,440.0,Homo sapiens,IC50
B,COc1cc(F)ccc1-c1csc(N2CCOCC2)n1,CHEMBL3323488,nM,230.0,Homo sapiens,IC50
B,Oc1c(F)cccc1-c1csc(N2CCOCC2)n1,CHEMBL3323487,nM,150.0,Homo sapiens,IC50
B,c1cc(-c2csc(N3CCOCC3)n2)cs1,CHEMBL3323486,nM,220.0,Homo sapiens,IC50
B,Cc1scc(-c2csc(N3CCOCC3)n2)c1C,CHEMBL3323485,nM,430.0,Homo sapiens,IC50
B,COc1c(-c2csc(N3CCOCC3)n2)ccc(F)c1F,CHEMBL3323484,nM,250.0,Homo sapiens,IC50
B,Brc1ncn(-c2csc(N3CCOCC3)n2)c1Br,CHEMBL3323483,nM,170.0,Homo sapiens,IC50
B,CCc1sc(N2CCOCC2)nc1-c1ccccc1,CHEMBL3323482,nM,8430.0,Homo sapiens,IC50
B,Oc1ccc(-c2nc(-c3c[nH]c4ccccc34)cs2)cc1,CHEMBL3323481,nM,6460.0,Homo sapiens,IC50
B,Clc1ccc(-c2csc(N3CCOCC3)n2)cc1Cl,CHEMBL3323479,nM,2960.0,Homo sapiens,IC50
B,Clc1ccc(-c2csc(N3CCOCC3)n2)c(Cl)c1,CHEMBL3323478,nM,1320.0,Homo sapiens,IC50
B,FC(F)(F)[C@H]1CN(c2nc(-c3ccccc3)cs2)CCO1,CHEMBL3323477,nM,160.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2ccc(N3CCOCC3)s2)cc1,CHEMBL3323476,nM,890.0,Homo sapiens,IC50
B,Nc1ccccc1-c1csc(N2CCOCC2)n1,CHEMBL3323475,nM,2030.0,Homo sapiens,IC50
B,c1ccc(-c2cc(N3CCOCC3)cs2)cc1,CHEMBL3323474,nM,840.0,Homo sapiens,IC50
B,c1ccc(-c2csc(-c3ccncc3)n2)cc1,CHEMBL1416100,nM,630.0,Homo sapiens,IC50
B,c1ccc(-c2csc(N3CCCCC3)n2)cc1,CHEMBL3323473,nM,690.0,Homo sapiens,IC50
B,Fc1ccc(-c2csc(N3CCOCC3)n2)cc1,CHEMBL1391700,nM,410.0,Homo sapiens,IC50
B,Cc1ccc(C)c(-c2csc(N3CCOCC3)n2)c1,CHEMBL3323472,nM,520.0,Homo sapiens,IC50
B,FC(F)(F)c1cccc(-c2csc(N3CCOCC3)n2)c1,CHEMBL3323471,nM,580.0,Homo sapiens,IC50
B,c1ccc(-c2ccc(N3CCOCC3)s2)cc1,CHEMBL3323470,nM,510.0,Homo sapiens,IC50
B,c1ccc(-c2csc(N3CCOCC3)n2)cc1,CHEMBL1623389,nM,280.0,Homo sapiens,IC50
B,Nc1nc(-c2ccc3ccccc3c2)cs1,CHEMBL1372017,nM,10600.0,Homo sapiens,IC50
B,Oc1ccc2nc(N3CCOCC3)sc2c1,CHEMBL3323468,nM,8080.0,Homo sapiens,IC50
B,c1ccc2nc(-c3ccncc3)ccc2c1,CHEMBL452153,nM,2260.0,Homo sapiens,IC50
B,CNc1nc(-c2ccc3ccccc3c2)cs1,CHEMBL3323467,nM,3910.0,Homo sapiens,IC50
B,Cc1sc(N2CCOCC2)nc1-c1ccccc1,CHEMBL3323503,nM,1460.0,Homo sapiens,IC50
B,Cc1ncn(-c2csc(N3CCOCC3)n2)c1C,CHEMBL3323502,nM,3560.0,Homo sapiens,IC50
B,CS(=O)(=O)c1c(F)cccc1-c1csc(N2CCOCC2)n1,CHEMBL3323501,nM,3560.0,Homo sapiens,IC50
B,COc1c(F)cc(O)cc1-c1csc(N2CCOCC2)n1,CHEMBL3323500,nM,3020.0,Homo sapiens,IC50
B,c1cc(-c2csc(N3CCOCC3)n2)ccn1,CHEMBL3323499,nM,2940.0,Homo sapiens,IC50
B,Brc1cn(-c2csc(N3CCOCC3)n2)cn1,CHEMBL3323498,nM,2800.0,Homo sapiens,IC50
B,Clc1ncn(-c2csc(N3CCOCC3)n2)c1I,CHEMBL3323497,nM,2610.0,Homo sapiens,IC50
B,c1ccc(-c2csc(N3CCOCC3)n2)nc1,CHEMBL3323496,nM,2580.0,Homo sapiens,IC50
B,Ic1ncn(-c2csc(N3CCOCC3)n2)c1I,CHEMBL3323495,nM,1730.0,Homo sapiens,IC50
B,Clc1c(Br)ncn1-c1csc(N2CCOCC2)n1,CHEMBL3323494,nM,1450.0,Homo sapiens,IC50
B,Oc1cc(F)ccc1-c1csc(N2CCOCC2)n1,CHEMBL3323493,nM,1190.0,Homo sapiens,IC50
B,Clc1cn(-c2csc(N3CCOCC3)n2)cn1,CHEMBL3323492,nM,960.0,Homo sapiens,IC50
B,Oc1c(-c2csc(N3CCOCC3)n2)ccc(F)c1F,CHEMBL3323491,nM,800.0,Homo sapiens,IC50
B,Clc1ncn(-c2csc(N3CCOCC3)n2)c1Cl,CHEMBL3323490,nM,680.0,Homo sapiens,IC50
B,Clc1ncn(-c2csc(N3CCOCC3)n2)c1Br,CHEMBL3323489,nM,330.0,Homo sapiens,IC50
B,COc1cc(F)ccc1-c1csc(N2CCOCC2)n1,CHEMBL3323488,nM,300.0,Homo sapiens,IC50
B,Oc1c(F)cccc1-c1csc(N2CCOCC2)n1,CHEMBL3323487,nM,270.0,Homo sapiens,IC50
B,c1cc(-c2csc(N3CCOCC3)n2)cs1,CHEMBL3323486,nM,260.0,Homo sapiens,IC50
B,Cc1scc(-c2csc(N3CCOCC3)n2)c1C,CHEMBL3323485,nM,250.0,Homo sapiens,IC50
B,COc1c(-c2csc(N3CCOCC3)n2)ccc(F)c1F,CHEMBL3323484,nM,180.0,Homo sapiens,IC50
B,Brc1ncn(-c2csc(N3CCOCC3)n2)c1Br,CHEMBL3323483,nM,100.0,Homo sapiens,IC50
B,CCc1sc(N2CCOCC2)nc1-c1ccccc1,CHEMBL3323482,nM,5800.0,Homo sapiens,IC50
B,Oc1ccc(-c2nc(-c3c[nH]c4ccccc34)cs2)cc1,CHEMBL3323481,nM,5050.0,Homo sapiens,IC50
B,OCc1sc(N2CCOCC2)nc1-c1ccccc1,CHEMBL3323480,nM,5040.0,Homo sapiens,IC50
B,Clc1ccc(-c2csc(N3CCOCC3)n2)cc1Cl,CHEMBL3323479,nM,3320.0,Homo sapiens,IC50
B,Clc1ccc(-c2csc(N3CCOCC3)n2)c(Cl)c1,CHEMBL3323478,nM,1660.0,Homo sapiens,IC50
B,FC(F)(F)[C@H]1CN(c2nc(-c3ccccc3)cs2)CCO1,CHEMBL3323477,nM,1650.0,Homo sapiens,IC50
B,Fc1ccc(-c2csc(N3CCSCC3)n2)cc1,CHEMBL1488607,nM,1590.0,Homo sapiens,IC50
B,N#Cc1ccc(-c2ccc(N3CCOCC3)s2)cc1,CHEMBL3323476,nM,1440.0,Homo sapiens,IC50
B,Nc1ccccc1-c1csc(N2CCOCC2)n1,CHEMBL3323475,nM,1380.0,Homo sapiens,IC50
B,c1ccc(-c2cc(N3CCOCC3)cs2)cc1,CHEMBL3323474,nM,1240.0,Homo sapiens,IC50
B,Fc1ccc(-c2csc(-c3ccncc3)n2)cc1,CHEMBL1403349,nM,1270.0,Homo sapiens,IC50
B,c1ccc(-c2csc(-c3ccncc3)n2)cc1,CHEMBL1416100,nM,1200.0,Homo sapiens,IC50
B,c1ccc(-c2csc(N3CCCCC3)n2)cc1,CHEMBL3323473,nM,1030.0,Homo sapiens,IC50
B,Fc1ccc(-c2csc(N3CCOCC3)n2)cc1,CHEMBL1391700,nM,650.0,Homo sapiens,IC50
B,Cc1ccc(C)c(-c2csc(N3CCOCC3)n2)c1,CHEMBL3323472,nM,620.0,Homo sapiens,IC50
B,FC(F)(F)c1cccc(-c2csc(N3CCOCC3)n2)c1,CHEMBL3323471,nM,610.0,Homo sapiens,IC50
B,c1ccc(-c2csc(N3CCSCC3)n2)cc1,CHEMBL1549081,nM,620.0,Homo sapiens,IC50
B,c1ccc(-c2ccc(N3CCOCC3)s2)cc1,CHEMBL3323470,nM,520.0,Homo sapiens,IC50
B,c1ccc(-c2csc(N3CCOCC3)n2)cc1,CHEMBL1623389,nM,330.0,Homo sapiens,IC50
B,Oc1ccc(-c2ccc3ccccc3n2)cc1,CHEMBL3323469,nM,9840.0,Homo sapiens,IC50
B,Nc1nc(-c2ccc3ccccc3c2)cs1,CHEMBL1372017,nM,9160.0,Homo sapiens,IC50
B,Oc1ccc2nc(N3CCOCC3)sc2c1,CHEMBL3323468,nM,7410.0,Homo sapiens,IC50
B,c1ccc2nc(-c3ccncc3)ccc2c1,CHEMBL452153,nM,4200.0,Homo sapiens,IC50
B,CNc1nc(-c2ccc3ccccc3c2)cs1,CHEMBL3323467,nM,3170.0,Homo sapiens,IC50
B,CO[C@@H]1C(c2ccc(C#N)c(Cl)c2C)=NN2CC[C@H](O)[C@@H]12,CHEMBL3326454,nM,0.7,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3cc(F)ccc3[nH]2)C(C)C)o1,CHEMBL3318065,nM,1380.0,Homo sapiens,IC50
B,Cc1ccc2[nH]c(C(=O)N(Cc3ccco3)C(C)C)cc2c1,CHEMBL3318064,nM,1200.0,Homo sapiens,IC50
B,Cc1ccc2[nH]c(C(=O)N(Cc3ccc(C)o3)C(C)C)cc2c1,CHEMBL3318063,nM,1770.0,Homo sapiens,IC50
B,Cc1ccc2cc(C(=O)N(Cc3ccc(C)o3)C(C)C)[nH]c2c1,CHEMBL3318062,nM,1650.0,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3ccccc3[nH]2)C(C)C)o1,CHEMBL3318061,nM,3420.0,Homo sapiens,IC50
B,CN(Cc1cccs1)C(=O)c1cc2ccc(F)cc2[nH]1,CHEMBL3318060,nM,5450.0,Homo sapiens,IC50
B,CN(Cc1ccc(Br)s1)C(=O)c1cc2ccc(F)cc2[nH]1,CHEMBL3318059,nM,3060.0,Homo sapiens,IC50
B,O=C(c1cc2ccc(F)cc2[nH]1)N(Cc1ccco1)Cc1ccco1,CHEMBL3317457,nM,5480.0,Homo sapiens,IC50
B,CC(C)N(Cc1ccco1)C(=O)c1cc2cc(C(F)(F)F)ccc2[nH]1,CHEMBL3318058,nM,5290.0,Homo sapiens,IC50
B,COCCN(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL3318057,nM,6620.0,Homo sapiens,IC50
B,N#CCCN(Cc1ccccc1)C(=O)c1cc2ccccc2[nH]1,CHEMBL3318056,nM,4580.0,Homo sapiens,IC50
B,Cc1ccc(CN(C)C(=O)c2cc3cc(F)ccc3[nH]2)o1,CHEMBL3318055,nM,6560.0,Homo sapiens,IC50
B,CN(Cc1ccc(Br)o1)C(=O)c1cc2ccc(F)cc2[nH]1,CHEMBL3318054,nM,8090.0,Homo sapiens,IC50
B,CC(C)N(Cc1ccco1)C(=O)c1cc2ccc(F)cc2[nH]1,CHEMBL3318070,nM,430.0,Homo sapiens,IC50
B,CC(C)N(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL3318069,nM,600.0,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3ccc(F)cc3[nH]2)C(C)C)o1,CHEMBL3318068,nM,700.0,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3cccc(F)c3[nH]2)C(C)C)o1,CHEMBL3318067,nM,1000.0,Homo sapiens,IC50
B,Cc1ccc2cc(C(=O)N(Cc3ccco3)C(C)C)[nH]c2c1,CHEMBL3318066,nM,1020.0,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3cc(F)ccc3[nH]2)C(C)C)o1,CHEMBL3318065,nM,1100.0,Homo sapiens,IC50
B,Cc1ccc2[nH]c(C(=O)N(Cc3ccco3)C(C)C)cc2c1,CHEMBL3318064,nM,1300.0,Homo sapiens,IC50
B,Cc1ccc2[nH]c(C(=O)N(Cc3ccc(C)o3)C(C)C)cc2c1,CHEMBL3318063,nM,2670.0,Homo sapiens,IC50
B,Cc1ccc2cc(C(=O)N(Cc3ccc(C)o3)C(C)C)[nH]c2c1,CHEMBL3318062,nM,2890.0,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3ccccc3[nH]2)C(C)C)o1,CHEMBL3318061,nM,3320.0,Homo sapiens,IC50
B,CN(Cc1cccs1)C(=O)c1cc2ccc(F)cc2[nH]1,CHEMBL3318060,nM,3380.0,Homo sapiens,IC50
B,CN(Cc1ccc(Br)s1)C(=O)c1cc2ccc(F)cc2[nH]1,CHEMBL3318059,nM,3530.0,Homo sapiens,IC50
B,O=C(c1cc2ccc(F)cc2[nH]1)N(Cc1ccco1)Cc1ccco1,CHEMBL3317457,nM,4040.0,Homo sapiens,IC50
B,CC(C)N(Cc1ccco1)C(=O)c1cc2cc(C(F)(F)F)ccc2[nH]1,CHEMBL3318058,nM,5200.0,Homo sapiens,IC50
B,COCCN(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL3318057,nM,6470.0,Homo sapiens,IC50
B,N#CCCN(Cc1ccccc1)C(=O)c1cc2ccccc2[nH]1,CHEMBL3318056,nM,7510.0,Homo sapiens,IC50
B,Cc1ccc(CN(C)C(=O)c2cc3cc(F)ccc3[nH]2)o1,CHEMBL3318055,nM,9440.0,Homo sapiens,IC50
B,CN(Cc1ccc(Br)o1)C(=O)c1cc2ccc(F)cc2[nH]1,CHEMBL3318054,nM,15670.0,Homo sapiens,IC50
B,Cc1ccc2cc(C(=O)N(Cc3ccco3)C(C)C)[nH]c2c1,CHEMBL3318066,nM,850.0,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3cccc(F)c3[nH]2)C(C)C)o1,CHEMBL3318067,nM,1200.0,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3ccc(F)cc3[nH]2)C(C)C)o1,CHEMBL3318068,nM,840.0,Homo sapiens,IC50
B,CC(C)N(Cc1ccco1)C(=O)c1cc2cc(F)ccc2[nH]1,CHEMBL3318069,nM,500.0,Homo sapiens,IC50
B,CC(C)N(Cc1ccco1)C(=O)c1cc2ccc(F)cc2[nH]1,CHEMBL3318070,nM,530.0,Homo sapiens,IC50
B,Cc1ccc(CN(C(=O)c2cc3ccc(F)cc3[nH]2)C(C)C)o1,CHEMBL3318068,nM,2180.0,Homo sapiens,IC50
B,Cc1[nH]nc(-c2ccc3c(c2)NC(=O)CO3)c1-c1ccc(F)cc1,CHEMBL3337723,nM,10000.0,Homo sapiens,IC50
B,Cc1onc(-c2ccc3c(c2)NC(=O)CO3)c1-c1ccc(F)cc1,CHEMBL3337724,nM,10000.0,Homo sapiens,IC50
B,Cn1ncc(-c2ccc3c(c2)NC(=O)CO3)c1-c1ccc(F)cc1,CHEMBL3337725,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(C)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337726,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(C)c(-c2ccc(F)cc2F)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337727,nM,10000.0,Homo sapiens,IC50
B,Cc1cc(-c2c(C)nn(C)c2-c2ccc(F)cc2)cc2c1OCC(=O)N2,CHEMBL3337728,nM,10000.0,Homo sapiens,IC50
B,CCn1nc(C)c(-c2ccc3c(c2)NC(=O)CO3)c1-c1ccc(F)cc1,CHEMBL3337729,nM,10000.0,Homo sapiens,IC50
B,CCCn1nc(C)c(-c2ccc3c(c2)NC(=O)CO3)c1-c1ccc(F)cc1,CHEMBL3337730,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(Cc2ccccc2)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337731,nM,5600.0,Homo sapiens,IC50
B,Cc1nn(CCCO)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337733,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(CCCCO)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337734,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(Cc2ccccn2)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337735,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(Cc2cccnc2)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337821,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(Cc2ccncc2)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337822,nM,10000.0,Homo sapiens,IC50
B,CCCCn1nc(C)c(-c2ccc3c(c2)NC(=O)CO3)c1-c1ccc(F)cc1,CHEMBL3337823,nM,3600.0,Homo sapiens,IC50
B,Cc1nn(CC(C)C)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337824,nM,3700.0,Homo sapiens,IC50
B,Cc1nn(CCCC(F)(F)F)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337825,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(CCNS(C)(=O)=O)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337827,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(CCC#N)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337828,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(CC(F)(F)CO)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337829,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(CC(F)(F)CCO)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337830,nM,10000.0,Homo sapiens,IC50
B,Cc1nn(CCC(C)(F)F)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337831,nM,9200.0,Homo sapiens,IC50
B,Cc1nn(CCC(F)(F)CO)c(-c2ccc(F)cc2)c1-c1ccc2c(c1)NC(=O)CO2,CHEMBL3337832,nM,10000.0,Homo sapiens,IC50
B,CC(C)c1ccc2c(c1)C(=O)C[C@@H]1[C@]2(C)CCC[C@@]1(C)CNC(=O)c1ccccc1,CHEMBL3343778,nM,83800.0,Homo sapiens,IC50
B,CC1(C)CCCN1c1ccc(C#N)c2ccccc12,CHEMBL3402223,nM,7.0,Homo sapiens,IC50
B,C[C@@H]1CCCN1c1ccc(C#N)c2ccccc12,CHEMBL3402222,nM,20.0,Homo sapiens,IC50
B,C[C@H]1CCCN1c1ccc(C#N)c2ccccc12,CHEMBL3402221,nM,0.84,Homo sapiens,IC50
B,O=[N+]([O-])c1ccc(N2CCCC2)c2ccccc12,CHEMBL570897,nM,2.5,Homo sapiens,IC50
B,N#Cc1ccc(N2CCCC2)c2ccccc12,CHEMBL570898,nM,2.5,Homo sapiens,IC50
B,O=C(O)c1ccc(N2CCCC2)c2ccccc12,CHEMBL3402220,nM,10000.0,Homo sapiens,IC50
B,CC[C@H]1CCCN1c1ccc(C#N)c2ccccc12,CHEMBL3402224,nM,1.1,Homo sapiens,IC50
B,CC(C)[C@H]1CCCN1c1ccc(C#N)c2ccccc12,CHEMBL3402225,nM,1.4,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC[C@@H]2C(N)=O)c2ccccc12,CHEMBL3402226,nM,34.0,Homo sapiens,IC50
B,N#Cc1ccc(N2CCC[C@@H]2C#N)c2ccccc12,CHEMBL3402227,nM,1.0,Homo sapiens,IC50
B,C[C@H]1[C@@H](O)CCN1c1ccc(C#N)c2ccccc12,CHEMBL3402228,nM,2.2,Homo sapiens,IC50
B,C[C@H]1[C@H](O)CCN1c1ccc(C#N)c2ccccc12,CHEMBL3402229,nM,2.4,Homo sapiens,IC50
B,C[C@H]1C(=O)CCN1c1ccc(C#N)c2ccccc12,CHEMBL3402230,nM,37.0,Homo sapiens,IC50
B,C[C@H]1[C@@H](CO)CCN1c1ccc(C#N)c2ccccc12,CHEMBL3402231,nM,4.1,Homo sapiens,IC50
B,C[C@H]1[C@@H](C(C)(C)O)CCN1c1ccc(C#N)c2ccccc12,CHEMBL3402232,nM,1.4,Homo sapiens,IC50
B,COC(=O)[C@H]1CCN(c2ccc(C#N)c3ccccc23)[C@H]1C,CHEMBL3402233,nM,7.5,Homo sapiens,IC50
B,Cc1c(N2C3CCC2CC(C)(O)C3)ccc(C#N)c1Cl,CHEMBL3410856,nM,2.11,Homo sapiens,IC50
B,CCS(=O)(=O)NC1C[C@@H]2CC[C@@H](C1)N2c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL3410855,nM,2040.0,Homo sapiens,IC50
B,CS(=O)(=O)NC1C[C@@H]2CC[C@@H](C1)N2c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL3410854,nM,2650.0,Homo sapiens,IC50
B,N#Cc1ccc(N2[C@H]3CC[C@H]2CC(NCc2ccccc2)C3)cc1C(F)(F)F,CHEMBL3410853,nM,233.0,Homo sapiens,IC50
B,N#Cc1ccc(N2C3CCC2CC(=O)C3)cc1C(F)(F)F,CHEMBL3410852,nM,66.0,Homo sapiens,IC50
B,CC1(O)C[C@@H]2CC[C@@H](C1)N2c1ccc(C#N)c(C(F)(F)F)c1,CHEMBL3410851,nM,29.3,Homo sapiens,IC50
B,N#Cc1ccc(N2[C@H]3CC[C@H]2CC(O)C3)cc1C(F)(F)F,CHEMBL3410850,nM,39.8,Homo sapiens,IC50
B,N#Cc1ccc(N2[C@H]3CC[C@@H]2C[C@H](O)C3)cc1Cl,CHEMBL3084689,nM,31.7,Homo sapiens,IC50
B,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,CHEMBL409,nM,86.9,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,nM,4.17,Homo sapiens,IC50
B,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CHEMBL386630,nM,4.27,Homo sapiens,IC50
B,CC[C@@]12C[C@@](C)(O)[C@](O)(c3ccccc3)C[C@H]1CCc1cc(O)ccc12,CHEMBL3421871,nM,300.0,Homo sapiens,IC50
B,Cc1noc(=O)c2ccc(NC(=O)C(O)(CC3(c4cc(F)ccc4Cl)CCC3)C(F)(F)F)cc12,CHEMBL3421892,nM,40.0,Homo sapiens,IC50
B,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,CHEMBL3578271,nM,3100.0,Homo sapiens,IC50
B,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,CHEMBL3578274,nM,3000.0,Homo sapiens,IC50
B,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(NS(C)(=O)=O)ccc3[nH]2)C1=O,CHEMBL3578276,nM,13000.0,Homo sapiens,IC50
B,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cc[nH]n4)ccc3[nH]2)C1=O,CHEMBL3576885,nM,3100.0,Homo sapiens,IC50
B,Cc1nocc1-c1ccc2[nH]c([C@@]3(Cc4ccccc4)OC(=O)N([C@H](C)c4ccc(F)cc4)C3=O)nc2c1,CHEMBL3578284,nM,3400.0,Homo sapiens,IC50
B,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(N4CCOCC4)ccc3[nH]2)C1=O,CHEMBL3578285,nM,7700.0,Homo sapiens,IC50
B,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cccnc4)ccc3[nH]2)C1=O,CHEMBL3578286,nM,3700.0,Homo sapiens,IC50
B,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(NS(C)(=O)=O)cccc3[nH]2)C1=O,CHEMBL3578295,nM,11000.0,Homo sapiens,IC50
B,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl,CHEMBL3581693,nM,4000.0,Homo sapiens,IC50
B,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,CHEMBL3590187,nM,50.0,Homo sapiens,IC50
B,CC(=O)OC[C@]12CC[C@H]3[C@@H](CC=C4CC=CC(=O)[C@@]43C)[C@]1(O)[C@@H](OC(C)=O)C[C@@]2(O)[C@@](C)(O)[C@H]1CC(C)=C(C)C(=O)O1,CHEMBL3605562,nM,1790.0,Homo sapiens,IC50
